"airline_name","link","title","author","author_country","date","content","lounge_name","airport","lounge_type","date_visit","type_traveller","overall_rating","comfort_rating","cleanliness_rating","bar_beverages_rating","catering_rating","washrooms_rating","wifi_connectivity_rating","staff_service_rating","recommended"
"british-airways","/lounge-reviews/british-airways","British Airways ""jal Sakura"" Business Class Lounge - Tokyo Narita Airport","Paul Whiteley","United Kingdom","2014-01-29","BA use the JAL Sakura Business Lounge at NRT. Spacious clean and a separate dining area if one wanted to eat. Decent tarmac views. Nice lounge and a pleasant way to spend an hour or so.","BRITISH AIRWAYS ""JAL SAKURA"" BUSINESS CLASS LOUNGE REVIEW","Tokyo Narita Airport","Business Class","","","4.0","4","4","4.0","4.0","4.0","4.0","5.0","1"
"british-airways","/lounge-reviews/british-airways","British Airways Business Class Lounge - Turin Airport","D Chamberlain","United Kingdom","2014-01-21","Disappointing and poor quality. From the challenge in finding the lounge to the surly receptionist to the very poor range of snacks this was a real disappointment. I was flying British Airways and it is to be hoped that they will try to persuade the airport to improve this lounge. Small in size basic in furnishings poorly lit. One bottle of wine only in the whole lounge and a choice of one type of beer. Snacks with very little choice and poor quality. Lavatories were outside of the lounge. Unhelpful staff.","BRITISH AIRWAYS BUSINESS CLASS LOUNGE REVIEW","Turin Airport","Business Class","","","2.0","1","3","1.0","1.0","2.0","3.0","1.0","0"
"british-airways","/lounge-reviews/british-airways","British Airways Business Class Lounge - St Louis Airport","D Chamberlain","United Kingdom","2014-01-21","Much improve. They have enlarged the lounge and offer a reasonable range of snacks sandwiches and drinks. The beer/wine is fine and the snacks of a good quality. Friendly staff and excellently located. Clean well maintained. I suspect they will need to upgrade it more for the 2018 World Cup as it is relatively basic by some standards but is none the less safe quiet clean and friendly. I have been to this lounge many times -it does its job.","BRITISH AIRWAYS BUSINESS CLASS LOUNGE REVIEW","St Louis Airport","Business Class","","","3.0","3","4","3.0","2.0","4.0","4.0","4.0","1"
"china-southern-airlines","/lounge-reviews/china-southern-airlines","China Southern Airlines ""skyteam"" Lounge - London Heathrow Airport","Barry Keating","United Kingdom","2013-02-14","My visit was from 1900-2200hrs. At that time it was not crowded and the service level by staff and the food was excellent. Quick tip - On arrival at the lounge book the Clairol 15 minute massage or facial this is free. All in all a very good experience.","CHINA SOUTHERN AIRLINES ""SKYTEAM"" LOUNGE REVIEW","London Heathrow Airport","","","","4.0","4","5","4.0","5.0","4.0","4.0","5.0","1"
"china-southern-airlines","/lounge-reviews/china-southern-airlines","China Southern Airlines First / Business Class Lounge - Guangzhou Airport","C Sato","Japan","2012-10-29","I and my husband travelled from LA to Tokyo via Guangzhou on last week. Their lounge is one of the best lounge we have been in. The staff were very helpful. We could spent a good time in classy place.","CHINA SOUTHERN AIRLINES FIRST / BUSINESS CLASS LOUNGE REVIEW","Guangzhou Airport","Business Class","","","5.0","5","5","4.0","5.0","4.0","5.0","5.0","1"
"china-southern-airlines","/lounge-reviews/china-southern-airlines","China Southern Airlines First / Business Class Lounge - Guangzhou Airport","V Hinkov","Canada","2012-05-01","Beijing-Brisbane via Guangzhou in C class. It looks really amazing very comfortable both upstairs and downstairs. I also had a shower It was the best shower room at airline lounge. Boarding information behind mirror - wow really impressive. But the service at this lounge is just not up the standard. Staff cold and not helpful particular the chef. He was rude and unhelpful I ordered some dumplings on the menu but until my flight start boarding I did not see dumpling anywhere. All in all great facility but unacceptable service.","CHINA SOUTHERN AIRLINES FIRST / BUSINESS CLASS LOUNGE REVIEW","Guangzhou Airport","Business Class","","","4.0","5","5","4.0","3.0","5.0","4.0","2.0","1"
"british-airways","/lounge-reviews/british-airways","British Airways First Class Lounge - London Gatwick Airport","Chris Willett","United Kingdom","2014-01-17","I am a gold member with BA. On 28th December I was flying to Tampa with my wife and three youngsters that we care for access to the lounge was denied which I accepted but not having seen the notice not to remove refreshments when I took three small soft drinks and three packets of crisps out to the children I was virtually attacked on my return with a BA staff member waving his finger at me stating it was a massive No no for me to do this. I was publicly humiliated with his loud out burst for what I thought to be a small crime! The staff member was rude arrogant and had zero customer service skills I would like to name and shame but feel this would lower me to his level. On our quick exit I did point out to him that I had seen numerous other clients taking stock from the lounge but this observation was ignored. BA have responded to my complaint stating that they have passed my concerns onto the LGW management team.","BRITISH AIRWAYS FIRST CLASS LOUNGE REVIEW","London Gatwick Airport","First Class","","","2.0","3","1","1.0","1.0","5.0","5.0","1.0","0"
"british-airways","/lounge-reviews/british-airways","British Airways Galleries Business Class Lounge - London Heathrow Airport","J Tung","United Kingdom","2014-01-10","Busy lounge in T5A South before New Year. Very dark and uninviting. Limited viewing area most of the seats face inward the building. Very limited choice of food - few sandwich one soup and some cakes. Good selection of wines but depends on where you sit. Good wifi. Service was very slow (not attentive) and the receptionists weren't welcoming. A very disappointing lounge.","BRITISH AIRWAYS GALLERIES BUSINESS CLASS LOUNGE REVIEW","London Heathrow Airport","Business Class","","","3.0","3","3","4.0","1.0","3.0","5.0","3.0","1"
"british-airways","/lounge-reviews/british-airways","British Airways Terraces Business Class Lounge - Aberdeen Airport","J Tung","United Kingdom","2014-01-10","Terrace Lounge in Aberdeen has just been renovated. Friendly staff spacious seating/working area and good selection of soft drink also one red/white wine on offer. Food is limited to sandwich and cakes but that's sufficient for a regional airport.","BRITISH AIRWAYS TERRACES BUSINESS CLASS LOUNGE REVIEW","Aberdeen Airport","Business Class","","","4.0","4","5","4.0","4.0","0.0","5.0","5.0","1"
"china-southern-airlines","/lounge-reviews/china-southern-airlines","China Southern Airlines Domestic First Class Lounge - Xiamen Airport","Andrew Nethercott","China","2011-10-21","Fantastic lounge good food reasonable selection of drinks friendly staff and so comfortable. They even a have large screen TV with one area set out like a cinema for those long stays and they staff are always on hand to find you a movie in English or Chinese. Could not complain about anything.","CHINA SOUTHERN AIRLINES DOMESTIC FIRST CLASS LOUNGE REVIEW","Xiamen Airport","First Class","","","5.0","5","5","4.0","4.0","5.0","4.0","5.0","0"
"china-southern-airlines","/lounge-reviews/china-southern-airlines","China Southern Airlines Business Class Lounge - Guangzhou Airport","Rob Schuiling","","2009-09-30","Nothing to write home about. No windows for viewing limited choice of food (packed crackers etc.) and drinks (instant coffee). Recently enlarged to create more space and seats making it a bit more comfortable but in peak hours still busy. This is also due to airport or airline staff using it to invite friends in. Also no wifi available just some PC's for general use (mostly occupied). No showers I have noticed. Staff can be attentive (depending on individual style) but English remains an issue with most of them. There is a first class lounge 50 meters away but it never seems to be open when I am around for catching early morning flights (9 am)? Compared with the domestic lounge at the same airport the international lounge is not up to the standard.","CHINA SOUTHERN AIRLINES BUSINESS CLASS LOUNGE REVIEW","Guangzhou Airport","Business Class","","","2.0","3","3","2.0","2.0","2.0","2.0","3.0","0"
"british-airways","/lounge-reviews/british-airways","British Airways ""piemonte"" Business Class Lounge - Turin Airport","K Bong","United Kingdom","2014-01-10","This new lounge opened just a week ago. It is absolutely appalling. There is no food All the trays are empty. Juice dispensers are empty. Coffee machines don't work. Only a few packets of cheap biscuits in a basket. When I asked the staff (who was rude and unhelpful) if the trays and juice dispensers would be refilled the answer was no and he walked away. This was 10am. The lounge looks pleasant and comfortable enough. In the end orange juice was made available but we would have to approach the staff to ask for it. WIFI is not free.","BRITISH AIRWAYS ""PIEMONTE"" BUSINESS CLASS LOUNGE REVIEW","Turin Airport","Business Class","","","2.0","4","2","1.0","1.0","4.0","1.0","1.0","0"
"british-airways","/lounge-reviews/british-airways","British Airways Concorde First Class Lounge - London Heathrow Airport","L Shurey","Qatar","2014-01-06","Not an experience I will repeat  poor service very slow which in hindsight was a blessing given the quality of the food when it finally arrived. To see how a lounge should be run fly Qatar Airways.","BRITISH AIRWAYS CONCORDE FIRST CLASS LOUNGE REVIEW","London Heathrow Airport","First Class","","","2.0","2","3","3.0","1.0","2.0","3.0","1.0","0"
"british-airways","/lounge-reviews/british-airways","British Airways Galleries Business Class Lounge - London Heathrow Airport","D Chamberlain","United Kingdom","2013-12-30","This might not have the 'wow factor' of Terminal 5 lounges it is very good. A fairly long trek to get there but efficient friendly professional more spacious than you first think. Good internet excellent range of wines. Food is good quality though a little lacking in variety and with tiny plates! Good variety of seating and very pleasant environment. You can work relax sleep or whatever you need to here. Clearing up service seems a little under staffed as used plates and glasses can take a long time to be collected - but BA would benefit from more staff on this duty the ones who are there are good.","BRITISH AIRWAYS GALLERIES BUSINESS CLASS LOUNGE REVIEW","London Heathrow Airport","Business Class","","","4.0","4","4","5.0","3.0","4.0","5.0","4.0","1"
"british-airways","/lounge-reviews/british-airways","British Airways Galleries Business Class Lounge - London Heathrow Airport","D Chamberlain","United Kingdom","2013-12-30","bustle of the main terminal. Very efficient staff clearing away welcoming reception staff. Breakfast food is excellent. Wide selection of excellent wines and other drinks. Good internet and very clear information boards. It does get busy of course but manages this well. Clean bathrooms.","BRITISH AIRWAYS GALLERIES BUSINESS CLASS LOUNGE REVIEW","London Heathrow Airport","Business Class","","","5.0","5","5","5.0","4.0","5.0","4.0","4.0","1"
"british-airways","/lounge-reviews/british-airways","British Airways Business Class Lounge - Madrid Barajas Airport","D Chamberlain","United Kingdom","2013-12-30","Very good overall. I have visited this lounge a number of times - the variety of food can be a little inconsistent at times but the quality is good with a good mix of cold and warm snacks salads etc. Good range of drinks and nice selection of wine - though it is a pity that the Cava has seemingly been withdrawn! Comfortable large bright with natural light and excellent view of the runway - huge glass front the lounge which extends along its whole length. Reception is friendly and professional. Wifi system is frustrating - you have to collect scratchcards from reception which only last 30 minutes - seems unnecessary. Its a little bit of a challenge to find the lounge but well worth when you do.","BRITISH AIRWAYS BUSINESS CLASS LOUNGE REVIEW","Madrid Barajas Airport","Business Class","","","4.0","4","4","4.0","3.0","4.0","3.0","4.0","1"
"british-airways","/lounge-reviews/british-airways","British Airways Terraces Business Class Lounge - Rome Fiumicino Airport","R Lightbody","United Kingdom","2013-12-23","FCO-LGW I entered the lounge after a long a hot journey to the airport. The lounge was quiet and it was being shared by the other one world airlines. There was no hot or cold food there were only crisps. There were plenty of drink options. I was very disappointed as British Airways have a few flights out of Rome to London Heathrow London Gatwick and London City.","BRITISH AIRWAYS TERRACES BUSINESS CLASS LOUNGE REVIEW","Rome Fiumicino Airport","Business Class","","","2.0","3","3","1.0","0.0","2.0","5.0","2.0","0"
"british-airways","/lounge-reviews/british-airways","British Airways Terraces Business Class Lounge - New York JFK Airport","R Vines","United Kingdom","2013-12-23","Surprisingly poor. The pre-flight buffet was unappetizing. I found nothing I wanted to eat and the staffer on the door to that section (keeping away other airline's passengers) was unfriendly to the point of rudeness. The main lounge is horribly lit. You have to find someone if you want a glass of Champagne and there are not that many staff around. It is so different from Virgin's lounge at JFK I'm just confused. By contrast the BA lounge at City Airport in London is fine.","BRITISH AIRWAYS TERRACES BUSINESS CLASS LOUNGE REVIEW","New York JFK Airport","Business Class","","","3.0","3","3","2.0","1.0","4.0","4.0","3.0","0"
"british-airways","/lounge-reviews/british-airways","British Airways Business Class Lounge - London City Airport","R Vines","United Kingdom","2013-12-23","The BA all-business service to JFK was a fine flight. The lounge at City is surprisingly good for a fairly small space. The snacks and drinks were fine and staff serving was friendly and efficient. (The hike to the washrooms is tiresome.)","BRITISH AIRWAYS BUSINESS CLASS LOUNGE REVIEW","London City Airport","Business Class","","","3.0","4","4","4.0","4.0","3.0","0.0","4.0","1"
"british-airways","/lounge-reviews/british-airways","British Airways First Class Lounge - New York JFK Airport","H Rowe","United States","2013-11-22","I received complimentary use of this lounge when I took an Iberia flight that connected in NY. I heard that BA has great lounges so I was looking forward to it. It was a letdown to say the least. I was greeted to 3 stale inch-wide sandwich slivers on a tray set off to the side. Bottles of water had not been replenished. I was starving and asked they would be replenishing food/drinks etc. I was told that everything would arrive around 6 - when I asked this question it was about 2 pm. It was also extremely hot in the lounge; hot to the point where certainly something must have been wrong with their air systems. Pay for use of this lounge? Not a chance. In fact you'd have to pay me.","BRITISH AIRWAYS FIRST CLASS LOUNGE REVIEW","New York JFK Airport","First Class","","","2.0","1","2","3.0","1.0","3.0","4.0","1.0","0"
"continental-airlines","/lounge-reviews/continental-airlines","Continental Airlines Skyteam Lounge - London Heathrow Airport","J Segal","United States","2012-01-23","Found the room to be spacious and spread out - tables seemed full and walked around to find open spots at a community table. Food well laid out and offered variety of breakfast items (hot and cold) with juice beverages and coffee available. Staff helpful. No flight announcements so had to watch the board. Wifi as well as a couple of computers to use.","CONTINENTAL AIRLINES SKYTEAM LOUNGE","London Heathrow Airport","","","","4.0","4","3","4.0","4.0","3.0","5.0","4.0","1"
"british-airways","/lounge-reviews/british-airways","British Airways Galleries First Class Lounge - Johannesburg Airport","Richard Berger","United States","2013-11-22","British Airways Galleries First lounge at JNB is the worst airport lounge I have visited. BA should be absolutely ashamed to call this a lounge much less a first class lounge. Slow unusable internet poor or non-existent service. Lousy food which is identical to the adjoining business lounge Champagne sitting in lukewarm water with no ice for 2 hours.","BRITISH AIRWAYS GALLERIES FIRST CLASS LOUNGE REVIEW","Johannesburg Airport","First Class","","","1.0","1","1","1.0","1.0","3.0","1.0","1.0","0"
"british-airways","/lounge-reviews/british-airways","British Airways ""vip"" Business Class Lounge - Barcelona Airport","M Thompson","United Kingdom","2013-11-15","Easy to find but very uncomfortable to sit in. Choose between massive armchairs that are far too big or sit at the small tables that are used for eating on rock hard dining chairs. Good range of drinks on offer but limited snacks. Only 15 minutes Wifi free any more you pay for.","BRITISH AIRWAYS ""VIP"" BUSINESS CLASS LOUNGE REVIEW","Barcelona Airport","Business Class","","","3.0","2","4","4.0","3.0","4.0","2.0","3.0","0"
"british-airways","/lounge-reviews/british-airways","British Airways Galleries Business Class Lounge - London Gatwick Airport","R Gordon","United Kingdom","2013-11-15","Busy but not over-full. I arrived for some lunch snacks before 1455 Marrakech departure. I'm vegetarian so it would be appreciated if the sandwiches could be labelled. Plenty of salad options and quiche or soup but plates are a bit on the small side. Alcoholic drinks available on a self-service basis but it appeared a glass of fizz was available if you asked for it (I saw it being carried out to people). The big drawback about this lounge is that it doesn't have enough power points. The only ones I could find were situated next to seats right round the L shaped lounge to the left. Also it's not clear to passengers where the toilets are if you miss them on the way in. Loads of people are left wandering aimlessly around the computer area only to have walk back all the way round to the entry/exit. Signs? The coffee is still excellent from the machine - why it's so foul onboard Club Europe is anyone's guess. My only other moan is that unless you're a frequent flyer from LGW it's not clear how far the gate is from the lounge. No map on the mobile app nor anything in the Highlife magazine. Gate 54 appeared and I wasn't sure if I had to walk all the way over that irritating airbridge which adds another 10 minutes to your journey.","BRITISH AIRWAYS GALLERIES BUSINESS CLASS LOUNGE REVIEW","London Gatwick Airport","Business Class","","","4.0","3","4","4.0","4.0","3.0","4.0","4.0","1"
"continental-airlines","/lounge-reviews/continental-airlines","Continental Airlines Presidents Club Business Class Lounge - Newark Airport","M Kenworthy","United Kingdom","2011-07-31","Appalling lounge. Probably the one of the worst Business Class lounge I have used. ignorant staff at the entrance desk to the lounge. Plus points - a big lounge? The food was crisps or cheese and crackers. That’s it. I did use the showers and although the shower room was big it could have done with modernising. There is no self service drinks area only a staffed bar which was a typical American type bar with all the seats taken and no room to place an order. Had to lift the drinks over peoples heads. Again the bar staff were quite rude and surly and God help you if you order more than 2 drinks! This airport falls way way below any decent European airport. After a great holiday in New York this airport really did let the city down.","CONTINENTAL AIRLINES PRESIDENTS CLUB BUSINESS CLASS LOUNGE REVIEW","Newark Airport","Business Class","","","2.0","2","3","1.0","1.0","3.0","1.0","1.0","0"
"continental-airlines","/lounge-reviews/continental-airlines","Continental Airlines Business Class (servisair) Lounge - Amsterdam Schiphol Airport","A Thorne","United Kingdom","2011-06-07","A substandard lounge. Most importantly for me the lounge only provides access to the Free Terminal Internet rather than a dedicated service. This service does not allow access to corporate networks so I could not synchronize my email before the flight. Further the service was so slow I could not even access my personal Gmail. I left my hotel this morning anticipating that I would pick up breakfast in the lounge. The breakfast options were Crisps and a dry biscuit bread - below expectation and below the competitive benchmark. The only newspapers available were a Jewish / Israeli weekly in English and only other Hebrew and Middle Eastern publications. Nothing in English German or Dutch. It was peak hour yet half the lounge was closed off creating a shortage of seating. For tea there was no milk available just powdered creamer. There was one hot food facility available. it was empty and appeared to be out of use. The general conditions and atmosphere in the Lounge were far below the pre flight experience offered by competitors.","CONTINENTAL AIRLINES BUSINESS CLASS (SERVISAIR) LOUNGE REVIEW","Amsterdam Schiphol Airport","Business Class","","","2.0","2","3","2.0","1.0","3.0","1.0","2.0","0"
"continental-airlines","/lounge-reviews/continental-airlines","Continental Airlines Presidents Club Business Class Lounge - Newark Airport","Chris Ford","Australia","2011-05-09","Spacious clean and quiet this lounge offered the standard beverage selection by American standards (ie. the worst in the developed world) and some decent snacks on offer. Along with bagels and bread that you can toast yourself with spreads there were also various other nibbles available. Free wifi and newspapers but no flight announcements. It was a good experience overall but it was after I had to endure a couple of United Red Carpet Clubs on the trip!","CONTINENTAL AIRLINES PRESIDENTS CLUB BUSINESS CLASS LOUNGE REVIEW","Newark Airport","Business Class","","","3.0","4","4","2.0","3.0","3.0","4.0","4.0","0"
"british-airways","/lounge-reviews/british-airways","British Airways ""inn At Atlanta"" Business Class Lounge - Atlanta Hartsfield Airport","S Albury","United Kingdom","2013-11-15","This lounge has a very limited range of food and drink but this would be just about acceptable if there was somewhere to escape the relentless sax led funk background music. Dreadful.","BRITISH AIRWAYS ""INN AT ATLANTA"" BUSINESS CLASS LOUNGE REVIEW","Atlanta Hartsfield Airport","Business Class","","","3.0","3","3","3.0","3.0","3.0","4.0","3.0","0"
"british-airways","/lounge-reviews/british-airways","British Airways Galleries Business Class Lounge - London Heathrow Airport","Les Young","United States","2013-10-06","We had a two hour wait in the lounge and found it to be very comfortable and the complimentary hot and cold food was excellent. There was a complimentary bar as well. Free Wi-Fi and special areas for viewing TV programs and also working areas with desktop computers.","BRITISH AIRWAYS GALLERIES BUSINESS CLASS LOUNGE REVIEW","London Heathrow Airport","Business Class","","","5.0","5","5","5.0","5.0","5.0","5.0","5.0","1"
"british-airways","/lounge-reviews/british-airways","British Airways ""la Croix Du Sud"" Business Class Lounge - Toulouse Airport","Tony McLaughlin","United Kingdom","2013-10-06","Much improved from my last visit 3 years ago. WiFi is available the bathrooms are in the lounge. It is air conditioned. It is bigger. Good selection of drinks although you have to ask the desk to replenish. Snacks only. Very good for a regional airport.","BRITISH AIRWAYS ""LA CROIX DU SUD"" BUSINESS CLASS LOUNGE REVIEW","Toulouse Airport","Business Class","","","3.0","4","4","4.0","3.0","0.0","4.0","3.0","1"
"continental-airlines","/lounge-reviews/continental-airlines","Continental Airlines Business Class Lounge - Newark Airport","K McDonald","United Kingdom","2011-05-03","Twice have had to fight to get in despite having a clear reservation paid for by my company. Eventually they begrudgingly let me in. The way they speak to people is loud and embarrassing it really is time Continental taught these desk staff that customer service should not be discourteous or humiliating. Lounge was scruffy and with unhelpful staff. The only food was little packs of crackers and cheese and apples. Hot drinks available but soft drinks had to be collected at the bar. As I was on a long haul international flight I expected that a better selection of food would be available. cI have not bothered with the lounge since prefering the airport shops and restaurants.","CONTINENTAL AIRLINES BUSINESS CLASS LOUNGE REVIEW","Newark Airport","Business Class","","","2.0","2","1","3.0","1.0","3.0","3.0","1.0","0"
"continental-airlines","/lounge-reviews/continental-airlines","Continental Airlines Presidents Club Lounge - Newark Airport","S Madan","Canada","2011-05-03","Spacious lounge but very overcrowded when I used it. Lounge chairs were comfortable but it was a mission to find an empty one. No problems in terms of cleanliness; a little messy because of all the users but had clean carpets and chairs. Food choices were very disappointing for a business class lounge - probably the worst I have ever seen! Good wi-fi connection and nice work stations. Didn't look at the showers but option was available. Staff service mediocre - didn't seem enthusiastic or lively about their job at all.","CONTINENTAL AIRLINES PRESIDENTS CLUB LOUNGE REVIEW","Newark Airport","","","","4.0","4","4","5.0","2.0","3.0","5.0","3.0","0"
"continental-airlines","/lounge-reviews/continental-airlines","Continental Airlines Business Class Lounge - Sao Paulo Guarulhos Airport","Chris Priester","United States","2011-05-01","The lounge in Sao Paulo is a welcomed retreat from the rest of this very hectic airport. It has plenty of seating and is clean the wifi can be hit/miss but generally is acceptable. They could use a few more televisions as they only have 1 but just being out of the main terminal is a great benefit. They provide finger food soup bread and cheese nothing really spectacular but as mentioned better than the rest of the terminal.","CONTINENTAL AIRLINES BUSINESS CLASS LOUNGE REVIEW","Sao Paulo Guarulhos Airport","Business Class","","","3.0","4","4","3.0","3.0","3.0","4.0","3.0","0"
"british-airways","/lounge-reviews/british-airways","British Airways Terraces Business Class Lounge - London Gatwick Airport","Roger Tilling","United Kingdom","2013-10-06","The last time I visited the LGW BA Terraces lounge it was on two floors - now there is only one. Entry was fast and there is a good selection of food and drinks on offer. It was about midday and there was a full and extensive salad buffet with cold cuts. There was also a selection of sandwiches. The wide drinks selection is there. But the sheer volume of passengers makes it like a January sale. BA has removed a number of flights from Gatwick and moved them to Heathrow and halved the floor space of its lounge as a result. However the remaining floor space isn't enough for the flights still operating from Gatwick. So expect crowds empty food trays no drink glasses and occupied showers. Rest assured that the sandwiches will never be stale - they are never available long enough to get that way.","BRITISH AIRWAYS TERRACES BUSINESS CLASS LOUNGE REVIEW","London Gatwick Airport","Business Class","","","3.0","4","3","4.0","3.0","3.0","4.0","3.0","1"
"british-airways","/lounge-reviews/british-airways","British Airways First Class Concorde Room Lounge - London Heathrow Airport","D Burrows","United Kingdom","2013-10-06","Superb level of service - attentive and friendly without being ""over the top"". Excellent range of wine and other drinks. Very good food. Calm and relaxed atmosphere. Excellent washroom facilities.","BRITISH AIRWAYS FIRST CLASS CONCORDE ROOM LOUNGE REVIEW","London Heathrow Airport","First Class","","","5.0","5","5","5.0","4.0","5.0","5.0","5.0","1"
"british-airways","/lounge-reviews/british-airways","British Airways Galleries Business Class Lounge - London Heathrow Airport","T McLaughlin","United Kingdom","2013-10-06","Much better than the North Lounge. Ample breakfast food. Comfortable and serene. Recommended.","BRITISH AIRWAYS GALLERIES BUSINESS CLASS LOUNGE REVIEW","London Heathrow Airport","Business Class","","","5.0","5","5","5.0","5.0","5.0","5.0","4.0","1"
"continental-airlines","/lounge-reviews/continental-airlines","Continental Airlines Presidents Club Lounge - Newark Airport","Patrick Jordan","","2010-10-17","My wife and I were flying Newark to Orlando in First Class and are both Continental OnePass Gold Elite card holders. We were refused access to the lounge because Gold cards only grant access on international routes. Refusal was quite abrupt so I asked to speak to a supervisor. He explained Continentals' lounge policy and apologised for it's complexity. He went on to ask if I had any other Star Alliance cards - a Diamond Club Gold card holder was sufficient to gain access - another airline's card is more beneficial than Continental's. The lounge is very big bright and nicely furnished with superb view of the apron. Not a huge range of food or beverages but complimentary wi-fi. Showers and restrooms in the lounge. A relaxing place to while away time but be sure to do the homework before arriving at the desk.","CONTINENTAL AIRLINES PRESIDENTS CLUB LOUNGE REVIEW","Newark Airport","","","","3.0","5","4","2.0","1.0","4.0","5.0","2.0","0"
"continental-airlines","/lounge-reviews/continental-airlines","Continental Airlines Presidents Club Lounge - Newark Airport","D Mauro","","2010-09-10","Spacious with good light and decent reading material but minimal and cheesy food offerings. Unfortunately the staff tend to be rude and unhelpful. They never want to let me in even though I always qualify for entry with my elite status. This treatment defeats the purpose of holding elite status and being recognized as a valued customer. After arguing for entry I always have high expectations for the place and it never seems to live up. If it's crowded inside you'd probably be better off walking around Terminal C and shopping or people- watching.","CONTINENTAL AIRLINES PRESIDENTS CLUB LOUNGE REVIEW","Newark Airport","","","","3.0","4","3","3.0","2.0","4.0","3.0","2.0","0"
"continental-airlines","/lounge-reviews/continental-airlines","Continental Airlines Presidents Club Lounge - Houston Hobby Airport","D Kelly","","2010-09-10","Large lounge in terminal E that is new and generally has lots of room. I have been there in the mornings and it can be packed. This time was midday for a flight to Mexico about half full and plenty of space. It has nice views of the gates and taxi ways has showers (I have not used them) open bar that is staffed and snacks.","CONTINENTAL AIRLINES PRESIDENTS CLUB LOUNGE REVIEW","Houston Hobby Airport","","","","4.0","4","4","4.0","3.0","4.0","5.0","4.0","0"
"british-airways","/lounge-reviews/british-airways","British Airways First Class Lounge - Bangkok Suvarnabhumi Airport","Alan Wan","United Kingdom","2013-10-06","Decent food on offer cheese cakes a curry mushroom soup and some thai titbits that were very tasty. Reasonable wine choice mainly Australian including sparkling wine rather than champagne. Staff were very efficient at clearing plates. There appeared to be plenty of showers although I didn't need to use them. The only negative was painfully slow WiFi I gave up trying. I also tried to JAL lounge it was more spacious but BA had better drink and marginally better food.","BRITISH AIRWAYS FIRST CLASS LOUNGE REVIEW","Bangkok Suvarnabhumi Airport","First Class","","","3.0","4","4","4.0","4.0","0.0","1.0","5.0","1"
"british-airways","/lounge-reviews/british-airways","British Airways Business Class Lounge - London Heathrow Airport","Nadia Ridout-Jamieson","United Kingdom","2013-10-06","Ridiculously busy dirty and poor food. How did BA ever sink so much? The North lounge at Heathrow is now beyond the pale and the south lounge is not much better. It is not a pleasant experience and compares unfavourably to the Virgin lounge at Heathrow by some distance. It's hard to find any privacy in these lounges. The food at best is of average quality and I am unsurprised to read that the Food Standards Agency has ordered improvements in basic hygiene levels in these lounges. I'm afraid I too myself off to the Eat cafe for coffee. I felt the £1.75 I paid there was better value and certainly the coffee was better. Shame on you BA. For the prices you charge you should treat your Club class passengers with more respect.","BRITISH AIRWAYS BUSINESS CLASS LOUNGE REVIEW","London Heathrow Airport","Business Class","","","3.0","2","2","3.0","2.0","3.0","3.0","4.0","0"
"continental-airlines","/lounge-reviews/continental-airlines","Continental Airlines Presidents Club Lounge - Washington National Airport","Frederick Coleman","","2010-08-28","I have used this lounge many times and it is the best compared to other Continental lounges. Good seating showers and work centers. Snacks are light but all right. Drinks are free which is nice. All in all a good lounge.","CONTINENTAL AIRLINES PRESIDENTS CLUB LOUNGE REVIEW","Washington National Airport","","","","4.0","5","5","4.0","3.0","5.0","4.0","4.0","0"
"continental-airlines","/lounge-reviews/continental-airlines","Continental Airlines Presidents Club Lounge - Newark Airport","A Pontes","","2010-08-28","Despite flying 1st class on a trip around the world ticket I was initially denied access. Paid 50$ to get in. Domestic flight passengers are excluded only members of Continental FF. Though Internet facilities are available no computers are available. Food nothing to write home about. The lounge is spacious.","CONTINENTAL AIRLINES PRESIDENTS CLUB LOUNGE REVIEW","Newark Airport","","","","3.0","4","3","2.0","3.0","3.0","1.0","3.0","0"
"british-airways","/lounge-reviews/british-airways","British Airways Business Class ""le Anfore"" Lounge - Rome Fiumicino Airport","M Ackermans","Australia","2013-10-06","This is the worst lounge that I have been in. Breakfast only sweet biscuits sweet croissants some sandwiches - early in the morning and once the food is gone it is gone. So do yourself a favour and do not come to the Le Anfore lounge as it is not worth the trouble. I would hate to think what they charged Qantas for the orange juice and the coffee we had.","BRITISH AIRWAYS BUSINESS CLASS ""LE ANFORE"" LOUNGE REVIEW","Rome Fiumicino Airport","Business Class","","","3.0","3","3","3.0","1.0","3.0","4.0","2.0","0"
"british-airways","/lounge-reviews/british-airways","British Airways ""plaza Premium"" Lounge - Toronto Pearson Airport","Robert Donnelly","Canada","2013-10-06","Overall a disappointment even with a discount. Because time blocks are sold based upon your departure time we were obliged to ""buy"" 3-hours of access when we only needed two. On the plus side the lounge is calm airy comfortable and has great views of the tarmac. On the other hand staff were indifferent and insufficiently aware of the needs of the ""buffet"" station. The food itself was barely okay. Selection and quality were narrow. The ""hot"" dishes most certainly were not and I worried about that. Wine selection was also okay. House selection(s) were Canadian brands. Was it worth $85CAD+? No.","BRITISH AIRWAYS ""PLAZA PREMIUM"" LOUNGE REVIEW","Toronto Pearson Airport","","","","3.0","4","4","3.0","2.0","4.0","3.0","2.0","0"
